"lfdnr";"lfdnr2";"Finanzposition";"Bezeichnung";"EinAus";"Teilabschnitt";"RQ";"FG";"SN";"AOB";"AnfZahlungsrueckstand";"LaufendesSoll";"GesamtSoll";"Ist";"SchliesslicheRueckstaende";"Voranschlag";"NachtragsVoranschlage";"GesamtVoranschlag";"UnterschiedLFDSollGesamtVAGuenstiger";"UnterschiedLFDSollGesamtVAUnguenstiger";"zahl";"pol1";"pol2";"pol3";"pol4";"pol5";"eco1";"eco2";"eco3";"eco4";"eco5";"eco6";"polAgg3";"ecoAgg3";"polAgg5";"ecoAgg6";"year"
"3471";3471;"1.24010.620000";"PERSONEN- UND GÜTERTRANSPORTE";"AUSGABE";24010;24;8;"D";"0600";"          0.00";"        610.80";"        610.80";"        610.80";"          0.00";"        300.00";"          0.00";"        300.00";"          0.00";"        310.80";"1";"2";"4";"0";"1";"0";"6";"2";"0";"0";"0";"0";"240";"620";"24010";"620000";"2011"
"3472";3472;"1.24010.620600";"PERSONEN- UND GÜTERTRANSPORTE WB";"AUSGABE";24010;24;9;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       5000.00";"          0.00";"       5000.00";"       5000.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"2";"0";"6";"0";"0";"240";"620";"24010";"620600";"2011"
"3473";3473;"1.24010.631000";"TELEKOMMUNIKATIONSDIENSTE";"AUSGABE";24010;24;1;"D";"0600";"         18.88";"          0.00";"         18.88";"         18.88";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"3";"1";"0";"0";"0";"240";"631";"24010";"631000";"2011"
"3474";3474;"1.24010.631200";"TELEKOMMUNIKATIONSDIENSTE";"AUSGABE";24010;24;1;"D";"0600";"         10.40";"         13.08";"         23.48";"         23.48";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"         13.08";"1";"2";"4";"0";"1";"0";"6";"3";"1";"2";"0";"0";"240";"631";"24010";"631200";"2011"
"3475";3475;"1.24010.631390";"TELEKOMMUNIKATIONSDIENSTE EDV";"AUSGABE";24010;24;1;"D";"MDIM";"        270.00";"          0.00";"        270.00";"        270.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"3";"1";"3";"9";"0";"240";"631";"24010";"631390";"2011"
"3476";3476;"1.24010.650000";"ZINSEN FÜR FINANZSCHULDEN - INLAND";"AUSGABE";24010;25;8;"S";"SN21";"          0.00";"      27844.17";"      27844.17";"      27844.17";"          0.00";"      23800.00";"          0.00";"      23800.00";"          0.00";"       4044.17";"1";"2";"4";"0";"1";"0";"6";"5";"0";"0";"0";"0";"240";"650";"24010";"650000";"2011"
"3477";3477;"1.24010.657000";"GELDVERKEHRSSPESEN";"AUSGABE";24010;24;1;"D";"0600";"          0.00";"         83.03";"         83.03";"         83.03";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"         83.03";"1";"2";"4";"0";"1";"0";"6";"5";"7";"0";"0";"0";"240";"657";"24010";"657000";"2011"
"3478";3478;"1.24010.670000";"VERSICHERUNGEN";"AUSGABE";24010;24;8;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       3000.00";"          0.00";"       3000.00";"       3000.00";"          0.00";"1";"2";"4";"0";"1";"0";"6";"7";"0";"0";"0";"0";"240";"670";"24010";"670000";"2011"
"3479";3479;"1.24010.670005";"VERSICHERUNGEN";"AUSGABE";24010;24;8;"D";"0804";"          0.00";"       1395.93";"       1395.93";"          0.00";"       1395.93";"          0.00";"          0.00";"          0.00";"          0.00";"       1395.93";"1";"2";"4";"0";"1";"0";"6";"7";"0";"0";"0";"5";"240";"670";"24010";"670005";"2011"
"3480";3480;"1.24010.690100";"SCHADENSFÄLLE";"AUSGABE";24010;24;9;"D";"0600";"          0.00";"      10863.65";"      10863.65";"      10863.65";"          0.00";"       5000.00";"          0.00";"       5000.00";"          0.00";"       5863.65";"1";"2";"4";"0";"1";"0";"6";"9";"0";"1";"0";"0";"240";"690";"24010";"690100";"2011"
"3481";3481;"1.24010.700000";"MIETZINSE";"AUSGABE";24010;24;8;"D";"0804";"          0.00";"       7519.83";"       7519.83";"       7519.83";"          0.00";"      38000.00";"          0.00";"      38000.00";"      30480.17";"          0.00";"1";"2";"4";"0";"1";"0";"7";"0";"0";"0";"0";"0";"240";"700";"24010";"700000";"2011"
"3482";3482;"1.24010.700005";"MIETZINSE";"AUSGABE";24010;24;8;"D";"0804";"          0.00";"      23732.69";"      23732.69";"          0.00";"      23732.69";"          0.00";"          0.00";"          0.00";"          0.00";"      23732.69";"1";"2";"4";"0";"1";"0";"7";"0";"0";"0";"0";"5";"240";"700";"24010";"700005";"2011"
"3483";3483;"1.24010.700500";"MIETZINSE GBG-MIETEN";"AUSGABE";24010;24;8;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"     660000.00";"          0.00";"     660000.00";"     660000.00";"          0.00";"1";"2";"4";"0";"1";"0";"7";"0";"0";"5";"0";"0";"240";"700";"24010";"700500";"2011"
"3484";3484;"1.24010.700505";"MIETZINSE GBG-MIETEN";"AUSGABE";24010;24;8;"D";"0804";"          0.00";"     368221.85";"     368221.85";"          0.00";"     368221.85";"          0.00";"          0.00";"          0.00";"          0.00";"     368221.85";"1";"2";"4";"0";"1";"0";"7";"0";"0";"5";"0";"5";"240";"700";"24010";"700505";"2011"
"3485";3485;"1.24010.700700";"MIETZINSE KÜNDIGUNGSVERZICHT";"AUSGABE";24010;24;8;"D";"0804";"          0.00";"      41786.22";"      41786.22";"      41786.22";"          0.00";"     170000.00";"          0.00";"     170000.00";"     128213.78";"          0.00";"1";"2";"4";"0";"1";"0";"7";"0";"0";"7";"0";"0";"240";"700";"24010";"700700";"2011"
"3486";3486;"1.24010.700705";"MIETZINSE KÜNDIGUNGSVERZICHT";"AUSGABE";24010;24;8;"D";"0804";"          0.00";"      57202.23";"      57202.23";"          0.00";"      57202.23";"          0.00";"          0.00";"          0.00";"          0.00";"      57202.23";"1";"2";"4";"0";"1";"0";"7";"0";"0";"7";"0";"5";"240";"700";"24010";"700705";"2011"
"3487";3487;"1.24010.700800";"MIETZINSE INFRANET";"AUSGABE";24010;24;8;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"2";"4";"0";"1";"0";"7";"0";"0";"8";"0";"0";"240";"700";"24010";"700800";"2011"
"3488";3488;"1.24010.710000";"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.";"AUSGABE";24010;24;8;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       2100.00";"          0.00";"       2100.00";"       2100.00";"          0.00";"1";"2";"4";"0";"1";"0";"7";"1";"0";"0";"0";"0";"240";"710";"24010";"710000";"2011"
"3489";3489;"1.24010.710005";"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.";"AUSGABE";24010;24;8;"D";"0804";"          0.00";"       3238.45";"       3238.45";"          0.00";"       3238.45";"          0.00";"          0.00";"          0.00";"          0.00";"       3238.45";"1";"2";"4";"0";"1";"0";"7";"1";"0";"0";"0";"5";"240";"710";"24010";"710005";"2011"
"3490";3490;"1.24010.728000";"ENTGELTE FÜR SONSTIGE LEISTUNGEN EINTRITTE";"AUSGABE";24010;24;9;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        400.00";"          0.00";"        400.00";"        400.00";"          0.00";"1";"2";"4";"0";"1";"0";"7";"2";"8";"0";"0";"0";"240";"728";"24010";"728000";"2011"
"3491";3491;"1.24010.728005";"ENTGELTE FÜR SONSTIGE LEISTUNGEN";"AUSGABE";24010;24;8;"D";"0804";"          0.00";"      10536.45";"      10536.45";"          0.00";"      10536.45";"          0.00";"          0.00";"          0.00";"          0.00";"      10536.45";"1";"2";"4";"0";"1";"0";"7";"2";"8";"0";"0";"5";"240";"728";"24010";"728005";"2011"
"3492";3492;"1.24010.728006";"ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-WERKSTÄTTEN";"AUSGABE";24010;24;3;"D";"0600";"          0.00";"      48286.20";"      48286.20";"      36192.00";"      12094.20";"      21600.00";"          0.00";"      21600.00";"          0.00";"      26686.20";"1";"2";"4";"0";"1";"0";"7";"2";"8";"0";"0";"6";"240";"728";"24010";"728006";"2011"
"3493";3493;"1.24010.728007";"ENTGELTE FÜR SONSTIGE LEISTUNGEN";"AUSGABE";24010;24;9;"D";"MD00";"          0.00";"      29148.00";"      29148.00";"      29148.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      29148.00";"1";"2";"4";"0";"1";"0";"7";"2";"8";"0";"0";"7";"240";"728";"24010";"728007";"2011"
"3494";3494;"1.24010.728010";"ENTGELTE FÜR SONSTIGE LEISTUNGEN SUPERVISIONEN UND SCHULUNGEN";"AUSGABE";24010;24;9;"D";"0600";"          0.00";"         10.00";"         10.00";"         10.00";"          0.00";"        700.00";"          0.00";"        700.00";"        690.00";"          0.00";"1";"2";"4";"0";"1";"0";"7";"2";"8";"0";"1";"0";"240";"728";"24010";"728010";"2011"
"3495";3495;"1.24010.728016";"ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG";"AUSGABE";24010;24;9;"D";"0804";"          0.00";"      67174.65";"      67174.65";"      54961.07";"      12213.58";"          0.00";"          0.00";"          0.00";"          0.00";"      67174.65";"1";"2";"4";"0";"1";"0";"7";"2";"8";"0";"1";"6";"240";"728";"24010";"728016";"2011"
"3496";3496;"1.24010.728030";"ENTGELTE FÜR SONSTIGE LEISTUNGEN TÜV ÜBERPRÜFUNG GARTENSPIELGERÄTE";"AUSGABE";24010;24;9;"D";"0600";"          0.00";"        878.08";"        878.08";"        878.08";"          0.00";"        500.00";"          0.00";"        500.00";"          0.00";"        378.08";"1";"2";"4";"0";"1";"0";"7";"2";"8";"0";"3";"0";"240";"728";"24010";"728030";"2011"
"3497";3497;"1.24010.728036";"ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-HAUSVERWALTUNG";"AUSGABE";24010;24;9;"D";"0804";"          0.00";"       8091.78";"       8091.78";"          0.00";"       8091.78";"          0.00";"          0.00";"          0.00";"          0.00";"       8091.78";"1";"2";"4";"0";"1";"0";"7";"2";"8";"0";"3";"6";"240";"728";"24010";"728036";"2011"
"3498";3498;"1.24010.728100";"ENTGELTE FÜR SONSTIGE LEISTUNGEN";"AUSGABE";24010;24;8;"D";"0804";"        291.29";"          0.00";"        291.29";"        291.29";"          0.00";"       2400.00";"          0.00";"       2400.00";"       2400.00";"          0.00";"1";"2";"4";"0";"1";"0";"7";"2";"8";"1";"0";"0";"240";"728";"24010";"728100";"2011"
"3499";3499;"1.24010.728200";"ENTGELTE FÜR SONSTIGE LEISTUNGEN WÄSCHEREINIGUNG";"AUSGABE";24010;24;9;"D";"0600";"        647.31";"       6779.07";"       7426.38";"       6717.20";"        709.18";"      10000.00";"          0.00";"      10000.00";"       3220.93";"          0.00";"1";"2";"4";"0";"1";"0";"7";"2";"8";"2";"0";"0";"240";"728";"24010";"728200";"2011"
"3500";3500;"1.24010.728400";"ENTGELTE FÜR SONSTIGE LEISTUNGEN WB";"AUSGABE";24010;24;8;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"2";"4";"0";"1";"0";"7";"2";"8";"4";"0";"0";"240";"728";"24010";"728400";"2011"
"3501";3501;"1.24010.728500";"ENTGELTE FÜR SONSTIGE LEISTUNGEN PROHASKAGASSE REINIGUNG";"AUSGABE";24010;24;9;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      53500.00";"          0.00";"      53500.00";"      53500.00";"          0.00";"1";"2";"4";"0";"1";"0";"7";"2";"8";"5";"0";"0";"240";"728";"24010";"728500";"2011"
"3502";3502;"1.24010.728510";"ENTGELTE FÜR SONSTIGE LEISTUNGEN WARTUNGSVERTRÄGE";"AUSGABE";24010;24;8;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       4200.00";"          0.00";"       4200.00";"       4200.00";"          0.00";"1";"2";"4";"0";"1";"0";"7";"2";"8";"5";"1";"0";"240";"728";"24010";"728510";"2011"
"3503";3503;"1.24010.728980";"ENTGELTE FÜR SONSTIGE LEISTUNGEN";"AUSGABE";24010;24;9;"D";"0600";"       2176.41";"       6477.15";"       8653.56";"       2176.41";"       6477.15";"          0.00";"          0.00";"          0.00";"          0.00";"       6477.15";"1";"2";"4";"0";"1";"0";"7";"2";"8";"9";"8";"0";"240";"728";"24010";"728980";"2011"
"3504";3504;"1.24010.729000";"SONSTIGE AUSGABEN";"AUSGABE";24010;24;8;"D";"0600";"          0.00";"       8336.01";"       8336.01";"       8336.01";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       8336.01";"1";"2";"4";"0";"1";"0";"7";"2";"9";"0";"0";"0";"240";"729";"24010";"729000";"2011"
"3505";3505;"1.24010.754000";"LFD. TRANSFERZ. AN SONST.TRÄGER D.ÖFFENTL.RECHTS";"AUSGABE";24010;26;5;"D";"0600";"          0.00";"      23100.00";"      23100.00";"      23100.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      23100.00";"1";"2";"4";"0";"1";"0";"7";"5";"4";"0";"0";"0";"240";"754";"24010";"754000";"2011"
"3506";3506;"1.24010.755100";"LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE TARIFGLEICHSTELLUNG";"AUSGABE";24010;27;5;"D";"0600";"      11563.32";"    4153303.84";"    4164867.16";"    4164867.16";"          0.00";"    3500000.00";"     283100.00";"    3783100.00";"          0.00";"     370203.84";"1";"2";"4";"0";"1";"0";"7";"5";"5";"1";"0";"0";"240";"755";"24010";"755100";"2011"
"3507";3507;"1.24010.755200";"LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE PRIVATKINDERGÄRTEN";"AUSGABE";24010;27;5;"D";"0600";"          0.00";"      85892.00";"      85892.00";"      85892.00";"          0.00";"      87200.00";"          0.00";"      87200.00";"       1308.00";"          0.00";"1";"2";"4";"0";"1";"0";"7";"5";"5";"2";"0";"0";"240";"755";"24010";"755200";"2011"
"3508";3508;"1.24010.757200";"LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW TARIFGLEICHSTELLUNG";"AUSGABE";24010;27;5;"D";"0600";"      40000.00";"    2508064.40";"    2548064.40";"    2548064.40";"          0.00";"    3450000.00";"          0.00";"    3450000.00";"     941935.60";"          0.00";"1";"2";"4";"0";"1";"0";"7";"5";"7";"2";"0";"0";"240";"757";"24010";"757200";"2011"
"3509";3509;"1.24010.757300";"LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW PRIVATKINDERGÄRTEN";"AUSGABE";24010;27;5;"D";"0600";"          0.00";"      28776.00";"      28776.00";"      28776.00";"          0.00";"      65400.00";"          0.00";"      65400.00";"      36624.00";"          0.00";"1";"2";"4";"0";"1";"0";"7";"5";"7";"3";"0";"0";"240";"757";"24010";"757300";"2011"
"3510";3510;"1.24010.768000";"SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE TAGESMÜTTERFÖRDERUNG";"AUSGABE";24010;27;5;"D";"0600";"        234.02";"      51661.22";"      51895.24";"      46174.49";"       5720.75";"      90000.00";"          0.00";"      90000.00";"      38338.78";"          0.00";"1";"2";"4";"0";"1";"0";"7";"6";"8";"0";"0";"0";"240";"768";"24010";"768000";"2011"
"3511";3511;"1.25000.006006";"SONSTIGE GRUNDSTÜCKSEINRICHTUNGEN GBG";"AUSGABE";25000;40;3;"D";"0600";"          0.00";"       1603.81";"       1603.81";"          0.00";"       1603.81";"          0.00";"          0.00";"          0.00";"          0.00";"       1603.81";"1";"2";"5";"0";"0";"0";"0";"0";"6";"0";"0";"6";"250";"006";"25000";"006006";"2011"
"3512";3512;"1.25000.010006";"GEBÄUDE GBG";"AUSGABE";25000;40;3;"D";"0600";"          0.00";"       2605.64";"       2605.64";"          0.00";"       2605.64";"          0.00";"          0.00";"          0.00";"          0.00";"       2605.64";"1";"2";"5";"0";"0";"0";"0";"1";"0";"0";"0";"6";"250";"010";"25000";"010006";"2011"
"3513";3513;"1.25000.020000";"MASCHINEN UND MASCHINELLE ANLAGEN";"AUSGABE";25000;41;3;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1200.00";"          0.00";"       1200.00";"       1200.00";"          0.00";"1";"2";"5";"0";"0";"0";"0";"2";"0";"0";"0";"0";"250";"020";"25000";"020000";"2011"
"3514";3514;"1.25000.043000";"BETRIEBSAUSSTATTUNG";"AUSGABE";25000;41;3;"D";"0600";"          0.00";"       5755.78";"       5755.78";"       3594.15";"       2161.63";"      20000.00";"          0.00";"      20000.00";"      14244.22";"          0.00";"1";"2";"5";"0";"0";"0";"0";"4";"3";"0";"0";"0";"250";"043";"25000";"043000";"2011"
"3515";3515;"1.25000.043006";"BETRIEBSAUSSTATTUNG GBG-WERKSTÄTTEN";"AUSGABE";25000;41;3;"D";"0600";"          0.00";"      63036.77";"      63036.77";"       9092.96";"      53943.81";"          0.00";"          0.00";"          0.00";"          0.00";"      63036.77";"1";"2";"5";"0";"0";"0";"0";"4";"3";"0";"0";"6";"250";"043";"25000";"043006";"2011"
"3516";3516;"1.25000.043200";"BETRIEBSAUSSTATTUNG WB";"AUSGABE";25000;41;3;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      31200.00";"          0.00";"      31200.00";"      31200.00";"          0.00";"1";"2";"5";"0";"0";"0";"0";"4";"3";"2";"0";"0";"250";"043";"25000";"043200";"2011"
"3517";3517;"1.25000.043300";"BETRIEBSAUSSTATTUNG";"AUSGABE";25000;41;3;"D";"0600";"        430.00";"      51507.96";"      51937.96";"      51937.96";"          0.00";"      12000.00";"       8300.00";"      20300.00";"          0.00";"      31207.96";"1";"2";"5";"0";"0";"0";"0";"4";"3";"3";"0";"0";"250";"043";"25000";"043300";"2011"
"3518";3518;"1.25000.043550";"BETRIEBSAUSSTATTUNG";"AUSGABE";25000;41;3;"D";"0804";"        426.80";"          0.00";"        426.80";"        426.80";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"2";"5";"0";"0";"0";"0";"4";"3";"5";"5";"0";"250";"043";"25000";"043550";"2011"
"3519";3519;"1.25000.050100";"SONDERANLAGEN";"AUSGABE";25000;40;3;"D";"0600";"          0.00";"      15670.20";"      15670.20";"      15670.20";"          0.00";"      12000.00";"          0.00";"      12000.00";"          0.00";"       3670.20";"1";"2";"5";"0";"0";"0";"0";"5";"0";"1";"0";"0";"250";"050";"25000";"050100";"2011"
"3520";3520;"1.25000.346000";"INVESTITIONSDARLEHEN VON KREDITINSTITUTEN";"AUSGABE";25000;65;8;"S";"SN21";"          0.00";"     155441.95";"     155441.95";"     155441.95";"          0.00";"     153000.00";"          0.00";"     153000.00";"          0.00";"       2441.95";"1";"2";"5";"0";"0";"0";"3";"4";"6";"0";"0";"0";"250";"346";"25000";"346000";"2011"
"3521";3521;"1.25000.400000";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";25000;23;1;"D";"0600";"      12412.93";"      22392.62";"      34805.55";"      26789.02";"       8016.53";"      42600.00";"          0.00";"      42600.00";"      20207.38";"          0.00";"1";"2";"5";"0";"0";"0";"4";"0";"0";"0";"0";"0";"250";"400";"25000";"400000";"2011"
"3522";3522;"1.25000.400006";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS GBG-WERKSTÄTTEN";"AUSGABE";25000;23;3;"D";"0600";"          0.00";"       1685.38";"       1685.38";"          0.00";"       1685.38";"          0.00";"          0.00";"          0.00";"          0.00";"       1685.38";"1";"2";"5";"0";"0";"0";"4";"0";"0";"0";"0";"6";"250";"400";"25000";"400006";"2011"
"3523";3523;"1.25000.400030";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";25000;23;3;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"2";"5";"0";"0";"0";"4";"0";"0";"0";"3";"0";"250";"400";"25000";"400030";"2011"
"3524";3524;"1.25000.400200";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";25000;23;3;"D";"0600";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       7300.00";"          0.00";"       7300.00";"       7300.00";"          0.00";"1";"2";"5";"0";"0";"0";"4";"0";"0";"2";"0";"0";"250";"400";"25000";"400200";"2011"
